Temperature,Humidity,Wind Speed,Wind Direction,Dew Point,Pressure,Precipitation,Visibility,Cloud Cover,Weather Event
16.6,75.26,16.98,133.02,7.88,1011.79,31.1,4.45,92.63,Rain
10.79,61.12,11.87,83.12,5.46,1016.15,15.85,2.45,81.26,Rain
30.13,78.48,1.57,355.69,21.57,1030.88,0.87,15.29,10.31,Clear
3.8,54.83,18.52,205.28,0.49,1017.43,33.08,1.22,93.58,Snow
8.65,56.14,9.62,227.98,0.31,1023.08,2.52,5.1,96.96,Snow
19.76,83.63,33.52,301.2,10.35,1015.62,-1.63,9.1,57.06,Cloudy
29.52,66.17,15.96,92.5,27.07,993.94,1.89,9.4,85.45,Cloudy
18.59,32.4,19.79,14.26,16.5,1017.87,4.74,7.94,80.75,Rain
-1.79,48.84,12.48,260.46,-5.37,1012.08,11.45,6.15,90.2,Snow
25.18,85.69,4.85,48.45,19.54,1019.1,24.37,5.26,78.94,Rain
-3.42,28.21,29.43,28.06,-6.25,1013.8,28.35,5.6,65.49,Snow
29.21,48.12,31.97,47.82,26.04,1009.78,64.74,3.82,78.51,Thunderstorm
23.2,62.68,35.0,96.54,20.62,1023.59,7.38,4.04,81.67,Rain
20.29,36.24,36.65,106.98,13.06,1026.87,18.98,4.48,76.93,Rain
31.86,44.69,25.05,346.27,29.47,1002.74,-4.94,9.86,6.7,Clear
28.56,41.75,12.6,210.38,21.55,1012.9,0.83,9.34,87.95,Cloudy
19.35,70.11,14.86,249.57,14.07,1027.0,-3.12,14.0,13.51,Clear
17.57,63.15,15.96,199.02,12.44,1013.92,-0.27,10.21,81.74,Cloudy
32.44,37.57,15.23,104.45,28.2,1027.39,3.3,14.72,9.57,Clear
21.49,75.42,0.32,313.16,17.57,1033.34,-1.42,11.99,5.67,Clear
16.96,45.19,32.5,271.57,12.67,1016.14,4.66,6.54,72.19,Cloudy
3.66,79.38,10.54,307.26,-2.4,997.37,18.3,5.01,78.92,Snow
22.73,77.95,11.54,113.88,17.02,1008.04,5.5,8.5,15.75,Clear
30.46,40.36,15.04,194.97,26.87,1025.47,0.44,5.79,53.98,Cloudy
25.01,48.51,10.81,317.29,21.57,1010.53,36.54,7.13,80.43,Rain
20.43,87.75,34.31,207.97,15.82,1008.87,0.64,5.54,47.61,Cloudy
26.77,80.86,16.05,122.15,23.47,994.3,-3.95,10.43,19.71,Clear
24.23,84.53,30.63,82.16,19.77,1014.5,-1.41,7.05,61.99,Cloudy
-3.63,40.04,7.24,164.56,-6.7,1005.45,30.72,0.79,82.42,Snow
3.22,90.03,3.3,106.0,-0.07,1011.79,17.06,5.16,64.01,Snow
14.79,40.21,21.28,326.63,9.29,1018.95,28.38,7.37,89.51,Rain
17.51,52.06,5.21,224.49,14.61,1017.13,53.18,1.29,81.91,Thunderstorm
29.01,59.93,0.2,207.19,26.52,1017.04,3.75,5.87,62.63,Cloudy
1.58,75.95,14.27,317.37,-0.68,1006.86,20.83,4.72,71.96,Snow
23.16,73.07,38.43,157.51,15.66,1015.73,84.18,3.59,85.2,Thunderstorm
26.34,59.15,34.74,4.8,20.83,1015.37,0.08,8.26,15.83,Clear
22.54,66.79,35.54,209.91,19.64,1016.69,-1.13,10.84,1.32,Clear
31.43,41.54,33.07,23.97,23.54,1017.59,5.85,10.06,10.75,Clear
23.64,77.35,18.17,247.42,18.74,1024.96,1.39,7.78,58.05,Cloudy
26.67,58.91,6.61,100.9,18.18,1034.02,23.0,1.13,79.29,Thunderstorm
21.86,34.51,7.75,231.17,13.65,1016.1,1.11,7.37,77.58,Cloudy
20.06,87.66,4.22,223.36,17.24,997.27,-3.03,14.02,19.43,Clear
17.92,88.14,3.79,218.11,15.0,1021.01,1.01,4.95,68.32,Cloudy
27.43,39.57,31.74,230.52,25.22,1015.81,3.57,12.77,10.27,Clear
12.95,80.66,33.02,160.68,6.71,1008.03,34.22,5.46,95.29,Rain
23.58,81.75,27.57,186.13,14.89,996.86,4.03,10.36,10.41,Clear
24.26,59.24,8.93,183.97,16.9,1014.43,-3.27,6.89,83.56,Cloudy
25.75,77.16,5.43,172.7,18.97,1017.09,-2.12,8.57,23.57,Clear
20.88,49.51,14.97,190.95,15.3,1015.51,68.78,5.01,82.78,Thunderstorm
21.21,77.72,34.62,322.12,11.66,1005.36,0.05,9.24,7.4,Clear
18.18,52.99,13.12,351.26,15.87,1014.86,32.27,4.22,86.05,Thunderstorm
28.46,60.78,14.03,309.96,25.13,1001.99,0.01,10.8,1.74,Clear
31.94,88.82,13.64,25.24,25.37,1012.32,5.94,8.55,14.24,Clear
27.93,66.99,6.04,256.41,20.83,990.36,-2.73,12.64,17.64,Clear
17.38,45.53,20.07,333.51,15.03,1015.87,12.38,8.71,80.42,Rain
16.93,80.74,14.89,199.16,8.04,1005.5,1.87,4.99,82.73,Rain
19.08,65.92,10.59,344.9,13.96,1014.17,2.87,5.6,61.24,Cloudy
12.45,72.31,15.36,83.14,2.1,998.27,17.35,4.99,75.32,Rain
29.8,70.09,16.45,120.39,25.62,1032.16,-0.19,8.83,5.22,Clear
22.75,39.32,0.81,227.3,15.19,1019.69,-0.22,10.06,23.41,Clear
15.25,45.18,17.17,128.79,10.78,1000.77,29.1,6.08,96.28,Rain
22.96,35.22,16.93,47.95,16.82,1006.54,5.49,5.36,64.31,Cloudy
17.81,77.57,27.01,288.59,14.88,1032.07,45.27,4.2,102.68,Thunderstorm
22.02,76.66,11.29,16.38,16.08,1004.94,1.16,12.05,-2.88,Clear
28.52,75.55,13.47,132.48,26.2,1027.69,-5.27,13.01,19.04,Clear
1.62,59.46,16.12,183.7,-6.44,1005.97,20.24,4.8,87.28,Snow
22.08,68.88,7.23,269.68,14.74,1015.94,-4.55,7.99,69.47,Cloudy
15.19,83.1,33.5,347.76,13.99,1021.42,6.59,6.91,59.01,Cloudy
22.61,45.55,14.36,156.04,15.5,1000.58,1.65,9.44,12.08,Clear
25.37,74.9,23.08,359.12,22.71,1006.04,48.49,2.33,85.56,Thunderstorm
17.46,60.38,3.34,300.01,9.82,1015.04,3.14,5.41,81.12,Cloudy
19.59,76.02,15.31,213.57,13.4,1029.78,-5.14,9.74,74.39,Cloudy
32.26,46.38,30.95,309.9,26.3,1018.34,2.69,10.01,22.94,Clear
13.98,32.51,30.71,288.69,8.57,1006.7,17.01,5.43,91.79,Rain
32.43,33.54,19.58,196.08,28.41,1012.99,1.69,13.88,8.25,Clear
13.17,47.63,22.0,261.07,5.25,1005.16,16.09,4.26,93.11,Rain
10.99,74.71,23.68,124.18,3.25,1017.48,11.09,3.15,83.87,Rain
25.12,36.4,3.19,171.38,14.87,1025.43,50.43,3.01,94.71,Thunderstorm
22.57,43.22,10.3,45.1,13.29,1033.65,-5.1,8.6,4.79,Clear
35.33,62.26,14.72,260.48,27.27,1018.9,-0.84,10.12,2.63,Clear
20.03,82.97,14.98,176.91,13.71,993.76,0.97,4.18,91.26,Rain
21.05,39.52,5.2,56.6,13.7,998.89,-3.1,10.41,71.94,Cloudy
16.25,27.33,18.59,307.75,7.14,998.98,15.32,2.91,93.35,Rain
28.35,56.52,35.86,72.69,19.1,1008.41,1.6,6.88,47.03,Cloudy
10.66,56.43,26.55,41.86,7.21,1026.93,34.88,7.42,85.95,Rain
21.86,63.43,18.2,242.8,18.33,1017.13,-1.72,13.87,6.75,Clear
25.93,75.7,3.82,102.25,20.35,1001.71,29.13,3.39,101.3,Thunderstorm
33.64,44.29,31.69,246.32,30.29,1010.66,0.22,14.15,9.84,Clear
23.57,42.9,20.66,44.22,15.35,999.71,-1.07,12.86,8.35,Clear
24.68,45.4,30.73,221.07,15.53,1016.76,29.58,3.81,94.16,Thunderstorm
23.87,40.09,2.59,303.23,14.95,1016.88,2.58,6.54,72.68,Cloudy
18.82,46.06,29.54,138.24,14.91,1033.18,91.42,3.99,87.62,Thunderstorm
23.37,57.68,29.43,93.27,16.45,1021.18,-3.36,5.36,79.25,Cloudy
4.6,87.41,18.25,352.36,-5.39,1010.69,30.53,2.13,93.3,Snow
28.15,76.22,15.05,236.06,24.32,998.86,0.53,10.26,4.22,Clear
18.88,90.43,11.01,233.21,14.22,1012.87,-2.01,9.21,11.38,Clear
-5.26,83.12,10.3,284.66,-14.27,1005.64,20.27,3.52,94.03,Snow
21.84,46.42,27.04,79.61,13.4,1021.93,3.47,4.47,46.11,Cloudy
34.3,35.85,37.57,142.54,28.85,998.16,-1.82,12.36,6.33,Clear
27.42,54.6,7.97,15.24,23.57,992.31,-1.68,10.49,13.74,Clear
33.02,61.39,5.57,180.14,27.94,1023.2,0.67,13.45,8.41,Clear
18.73,52.7,25.07,225.11,11.11,1001.39,19.11,6.21,68.77,Rain
11.28,32.72,15.27,245.85,7.64,1031.13,29.42,4.92,76.26,Rain
35.76,50.82,33.54,-6.3,30.52,1007.58,4.87,12.58,4.51,Clear
14.51,37.38,6.12,119.14,8.4,1014.33,3.69,4.01,98.97,Rain
23.82,68.25,15.04,285.89,15.25,1029.98,81.46,4.08,98.66,Thunderstorm
27.74,59.43,21.52,280.41,25.42,1011.03,-2.92,9.35,55.7,Cloudy
26.62,43.26,3.7,163.73,18.41,1017.01,-0.6,11.22,10.27,Clear
23.63,55.59,7.8,299.65,18.55,1025.17,-4.32,11.5,21.77,Clear
20.83,61.3,38.27,337.85,14.44,1013.25,28.74,4.02,68.58,Rain
19.34,39.85,8.51,-6.94,14.18,998.23,11.69,3.35,76.27,Rain
-1.45,33.02,15.18,79.08,-7.35,1020.31,7.83,3.67,87.09,Snow
-2.45,58.4,15.97,317.65,-9.98,1030.36,13.91,1.6,66.19,Snow
18.69,67.32,26.93,329.33,15.47,1015.37,0.44,5.58,78.03,Cloudy
28.14,94.61,20.25,111.53,23.27,1017.51,3.26,5.18,84.09,Cloudy
30.41,69.11,12.82,331.11,21.56,1001.18,-5.19,11.62,15.22,Clear
-4.56,77.74,10.77,318.65,-13.43,1010.97,26.23,3.01,90.61,Snow
17.68,37.24,15.96,231.65,11.42,1010.38,6.55,7.5,91.56,Cloudy
18.8,50.71,12.91,30.48,15.13,1015.48,4.03,8.92,68.19,Cloudy
28.72,74.41,-0.2,333.82,22.43,1016.37,50.22,3.82,87.93,Thunderstorm
14.17,81.67,39.4,30.18,5.39,990.26,-2.33,7.4,89.26,Rain
28.4,79.14,28.52,65.78,22.74,1018.25,1.86,13.66,2.69,Clear
21.56,38.09,6.73,140.43,14.66,1018.38,-1.95,6.46,66.29,Cloudy
27.63,66.01,5.61,305.28,24.54,1004.99,-3.74,8.62,4.8,Clear
28.23,31.89,7.09,229.9,26.17,1009.09,2.04,11.43,22.5,Clear
22.85,63.19,17.54,269.67,18.83,1023.53,2.82,14.18,9.31,Clear
26.93,72.31,7.73,92.56,18.53,1011.07,6.17,9.98,2.89,Clear
21.08,33.43,18.09,26.09,18.47,1005.78,7.13,5.84,58.3,Cloudy
30.14,79.89,33.92,42.74,26.34,1004.67,-0.51,13.96,16.24,Clear
14.01,79.18,26.75,169.71,5.41,1018.82,10.49,4.45,74.19,Rain
27.94,45.27,40.8,300.33,18.97,1014.9,-0.97,13.64,15.6,Clear
20.59,45.54,37.48,37.4,16.45,1002.1,-0.04,8.62,82.25,Cloudy
25.02,33.83,32.6,301.04,17.94,997.42,-4.14,9.55,53.44,Cloudy
16.01,34.76,24.92,304.99,8.21,1006.02,0.15,8.93,70.91,Cloudy
-4.53,48.46,9.08,145.47,-8.53,1030.66,24.4,1.83,74.88,Snow
10.94,36.27,20.59,335.56,2.14,1019.31,4.73,2.03,100.65,Fog
19.77,59.14,32.83,206.32,17.67,1028.17,25.31,2.77,88.23,Thunderstorm
17.43,71.37,23.27,318.35,12.85,1024.32,5.28,9.68,60.75,Cloudy
30.88,61.96,13.78,309.81,21.63,1010.02,-5.41,12.19,14.67,Clear
14.85,63.09,2.76,194.42,7.35,1025.21,2.55,5.41,70.35,Cloudy
25.48,40.31,17.84,175.34,14.96,1006.58,92.53,3.78,90.69,Thunderstorm
28.67,62.21,12.18,11.42,25.36,1001.53,-1.85,11.41,6.66,Clear
10.93,70.98,33.06,247.26,2.58,1020.93,-1.48,1.52,88.92,Fog
24.93,64.83,19.13,115.67,15.97,1004.95,7.0,8.68,69.75,Cloudy
26.17,42.55,29.6,182.27,18.75,1006.85,-2.82,10.31,9.68,Clear
21.77,85.51,24.08,25.21,14.18,1007.86,-0.53,12.56,9.08,Clear
23.3,75.35,31.36,191.2,17.3,1019.8,6.43,15.22,17.4,Clear
23.1,86.7,25.3,334.55,15.17,1021.92,31.26,5.1,78.53,Rain
3.37,52.92,15.74,197.21,-3.26,1005.65,1.42,5.85,85.2,Snow
5.38,57.63,34.94,55.12,0.68,1010.22,11.3,2.93,76.07,Snow
30.75,76.0,2.73,305.23,29.4,1010.4,-4.04,14.0,14.42,Clear
1.94,63.77,3.05,256.06,-3.99,1009.24,21.5,4.56,64.79,Snow
20.19,84.47,34.92,264.53,17.98,1012.2,0.61,4.38,72.13,Cloudy
31.03,72.15,36.53,153.08,25.74,999.16,-1.3,9.1,11.05,Clear
23.17,71.73,0.57,90.23,18.51,1020.1,0.56,8.3,62.11,Cloudy
20.95,89.23,5.6,266.96,12.22,1013.81,1.32,15.36,21.13,Clear
-4.23,63.86,21.69,42.6,-12.68,997.28,6.88,4.3,77.41,Snow
23.62,70.04,36.08,144.81,14.54,1007.76,75.8,3.15,84.27,Thunderstorm
24.07,59.75,23.72,260.98,14.54,1002.99,37.18,2.4,92.71,Rain
32.83,44.01,27.59,296.47,28.89,1046.68,1.77,12.91,5.48,Clear
24.29,59.08,8.99,110.58,19.34,1019.53,-1.9,11.32,24.97,Clear
30.54,24.6,18.35,13.73,26.29,1004.07,0.65,9.41,5.2,Clear
11.56,35.43,10.74,199.02,5.32,1007.53,50.83,4.33,86.92,Rain
21.25,45.01,13.21,67.76,12.93,1010.12,47.37,5.27,84.29,Thunderstorm
23.33,45.65,9.53,318.55,18.93,1007.76,2.05,9.88,91.94,Cloudy
20.3,76.0,10.79,307.83,10.86,1022.18,4.18,4.46,52.35,Cloudy
15.2,42.52,18.54,167.65,11.51,998.59,6.82,6.82,54.85,Cloudy
22.54,56.85,28.67,67.13,14.83,997.1,3.0,8.45,12.95,Clear
17.97,84.36,33.3,162.74,8.94,1003.73,-0.91,0.71,88.63,Fog
20.41,82.65,39.25,233.86,11.09,1032.55,-4.3,12.9,5.67,Clear
23.35,78.31,1.46,14.88,19.05,1014.19,0.15,3.73,69.94,Rain
6.11,52.66,31.7,53.2,0.5,1012.1,6.8,1.59,61.36,Snow
22.55,56.07,30.69,100.76,20.58,990.5,39.97,5.78,78.12,Rain
25.78,50.96,32.17,128.52,17.51,999.66,-2.97,6.33,69.36,Cloudy
21.61,73.72,21.77,65.84,17.87,1021.76,1.27,14.07,16.64,Clear
18.11,30.02,27.07,85.13,9.77,1003.24,2.15,8.96,68.24,Cloudy
14.8,79.84,16.74,103.79,6.96,1028.26,5.34,7.23,62.16,Cloudy
27.98,45.49,31.08,47.22,22.1,1000.77,-2.51,7.4,55.87,Cloudy
31.59,60.31,27.27,357.46,27.39,1014.22,3.12,11.8,16.18,Clear
9.71,62.38,3.43,239.21,2.73,1009.87,28.32,2.91,83.18,Rain
29.91,44.46,40.21,81.26,22.7,1017.5,-1.17,9.09,15.45,Clear
29.62,65.31,16.89,338.91,20.74,1011.67,0.97,4.65,71.44,Cloudy
4.42,89.24,5.79,245.09,-3.46,998.56,30.01,2.16,73.4,Snow
5.74,56.0,14.94,275.81,2.14,1011.89,25.3,3.76,72.45,Snow
21.39,47.45,34.59,350.8,13.02,1027.31,-0.74,12.14,18.59,Clear
29.7,53.83,21.41,66.25,24.31,1017.58,-3.2,13.79,5.92,Clear
23.45,30.03,16.21,197.42,16.68,1023.93,2.14,14.79,1.23,Clear
12.2,75.89,5.32,254.66,9.01,1003.02,44.65,6.17,69.42,Rain
32.41,65.8,35.27,62.22,26.54,1010.44,1.97,10.99,14.89,Clear
31.48,32.91,-1.05,38.28,24.74,999.62,37.02,2.94,92.32,Thunderstorm
17.77,53.87,31.27,86.89,11.17,1022.83,2.26,7.87,75.62,Cloudy
36.01,32.95,7.36,312.38,28.68,998.11,1.57,9.9,4.46,Clear
19.79,74.62,36.69,337.74,15.83,1021.36,1.82,8.04,53.01,Cloudy
22.55,78.88,13.33,-9.72,17.91,1004.1,39.65,5.79,102.08,Rain
18.6,93.63,36.76,135.93,14.38,1006.24,41.87,3.45,94.36,Rain
20.79,92.83,20.83,148.29,14.87,1013.94,-5.29,11.6,4.81,Clear
21.29,88.88,33.11,123.83,16.56,1028.15,9.53,5.63,89.64,Rain
29.83,58.09,7.41,54.27,21.65,1027.05,-3.74,15.02,17.68,Clear
12.62,58.55,5.28,19.0,5.96,994.41,7.38,3.02,67.61,Rain
26.78,79.18,34.48,260.26,23.14,1005.96,22.52,3.36,80.27,Thunderstorm
1.34,80.2,22.92,152.56,-2.98,1011.18,23.08,1.66,100.06,Snow
24.16,58.49,4.54,123.99,18.54,1012.64,-4.67,8.68,77.8,Cloudy
16.72,54.24,21.89,305.01,13.87,1000.96,6.57,4.13,94.67,Rain
23.58,37.99,10.82,82.52,19.39,1014.74,0.96,14.86,10.23,Clear
16.91,79.09,7.53,202.62,8.03,1012.9,-0.5,9.26,82.95,Cloudy
15.98,47.03,8.41,107.54,5.64,1018.14,29.82,6.49,92.61,Rain
25.1,32.17,14.78,159.01,20.51,1010.29,45.95,6.34,79.98,Rain
21.9,75.04,3.89,39.09,18.79,1012.61,0.93,5.85,90.3,Cloudy
34.24,78.35,11.88,125.71,30.81,1031.91,1.09,10.85,10.4,Clear
20.17,28.11,9.18,83.52,11.57,1005.31,3.94,6.1,68.32,Cloudy
27.41,77.15,17.31,334.5,21.65,1015.18,3.96,10.28,14.25,Clear
30.65,88.76,31.72,146.44,25.9,997.98,0.08,14.97,3.72,Clear
29.74,69.53,36.84,58.81,20.6,1026.97,90.27,3.67,83.97,Thunderstorm
24.72,55.57,9.1,84.63,21.08,1029.26,5.8,5.81,91.43,Cloudy
10.99,59.81,18.54,126.28,1.95,1028.24,10.13,2.17,88.92,Rain
-0.19,59.52,14.94,284.03,-10.39,1006.01,20.73,5.46,98.23,Snow
23.68,46.46,20.99,203.31,13.78,1027.97,46.48,4.24,95.68,Thunderstorm
20.49,53.66,1.92,120.5,13.42,1014.18,26.29,1.29,88.24,Thunderstorm
23.25,26.55,2.49,123.37,17.71,1018.91,-0.58,5.71,62.39,Cloudy
17.77,65.53,28.44,255.61,12.16,1016.3,39.08,6.96,93.24,Rain
20.91,36.17,16.79,227.63,13.5,1027.41,7.24,5.87,66.24,Cloudy
24.5,55.85,33.19,338.2,14.1,1020.68,3.87,8.77,60.12,Cloudy
9.94,79.64,32.41,355.86,3.57,1017.08,7.92,4.36,92.58,Snow
19.89,72.58,21.93,161.42,16.51,1010.25,6.4,9.41,74.48,Cloudy
24.89,65.83,32.78,57.93,20.77,1022.21,2.81,13.91,4.46,Clear
25.3,50.47,38.04,279.36,21.3,1013.73,-4.47,10.08,91.86,Cloudy
8.44,62.74,36.98,192.36,1.87,1021.33,25.91,3.3,57.08,Snow
12.71,39.36,4.34,289.1,5.24,1012.32,15.9,4.27,78.53,Rain
14.33,39.56,10.02,305.45,8.91,994.41,9.35,3.86,73.96,Rain
18.56,37.63,14.13,288.52,15.87,1019.98,30.59,5.97,80.64,Rain
29.1,84.22,23.61,83.86,22.72,1000.86,3.49,9.65,9.99,Clear
30.0,30.04,24.59,224.1,22.26,1005.85,13.2,3.33,97.48,Thunderstorm
20.25,65.51,27.53,64.24,17.85,1025.86,-1.19,9.8,89.16,Cloudy
10.44,33.12,15.5,131.6,6.8,1002.57,33.58,4.71,77.31,Rain
5.7,55.66,24.7,261.24,-2.59,995.88,6.85,0.36,89.6,Fog
-2.48,54.68,39.1,180.6,-5.7,1014.86,22.35,4.21,93.84,Snow
20.97,82.37,38.19,19.34,16.2,996.98,35.93,3.18,97.55,Thunderstorm
-1.08,55.42,36.01,272.01,-6.81,1024.93,25.05,3.33,69.2,Snow
15.87,66.18,25.11,112.01,13.87,1029.83,0.83,7.44,49.24,Cloudy
24.73,68.8,26.9,147.46,20.03,1002.84,-4.22,8.74,9.48,Clear
18.4,34.52,10.6,153.62,10.07,1018.38,14.54,4.04,93.51,Rain
20.67,67.43,11.84,231.6,10.74,1004.54,5.18,11.19,15.38,Clear
27.81,55.93,4.53,212.41,24.06,1021.41,2.27,13.09,21.59,Clear
24.12,70.08,13.07,63.12,22.44,1024.81,2.31,9.1,89.45,Cloudy
28.56,39.37,9.91,345.76,19.86,1025.31,2.62,14.28,22.59,Clear
23.66,89.61,4.12,173.22,16.5,1024.26,8.4,4.91,99.31,Rain
15.09,77.41,30.37,252.51,6.56,1011.48,16.91,1.48,93.27,Rain
10.49,82.23,30.24,42.87,1.15,1014.28,6.28,-0.02,93.38,Fog
18.0,85.1,12.47,229.05,13.59,992.18,3.11,10.29,49.59,Cloudy
20.32,82.35,38.21,322.99,15.84,1014.74,2.75,7.69,50.42,Cloudy
29.43,64.77,19.05,69.86,21.49,1011.42,1.3,7.87,78.48,Cloudy
30.37,37.45,37.13,362.96,20.33,1008.9,5.11,8.35,6.34,Clear
23.67,42.73,25.4,126.95,15.26,1033.35,12.06,2.2,99.48,Thunderstorm
6.72,64.47,39.93,17.8,-1.99,1032.11,5.64,2.67,80.15,Snow
28.21,49.93,13.01,330.62,23.28,1022.4,5.89,12.95,-0.9,Clear
31.14,36.68,9.54,238.34,24.83,1028.4,-0.5,13.72,4.62,Clear
17.98,63.9,20.58,314.31,13.26,1008.85,8.49,3.61,82.44,Rain
27.94,77.84,35.04,328.63,23.64,1002.92,1.1,9.34,73.42,Cloudy
-2.08,36.16,2.38,101.46,-8.35,1004.36,5.56,4.94,91.59,Snow
-0.04,73.48,13.04,249.32,-2.21,1015.92,9.92,3.05,55.54,Snow
-2.24,29.37,20.14,355.91,-10.29,1004.39,16.69,4.16,63.84,Snow
-0.47,40.92,3.11,62.1,-8.91,993.9,24.76,2.4,79.78,Snow
30.61,34.82,33.86,-5.21,24.37,1018.27,5.4,8.92,79.91,Cloudy
14.81,72.78,38.35,344.81,11.41,1020.93,37.07,2.83,85.83,Rain
19.68,53.42,35.64,131.81,16.59,1012.04,36.65,6.92,80.23,Rain
27.93,59.35,21.76,209.38,22.06,1004.49,-1.92,14.26,15.52,Clear
15.23,65.78,12.2,227.77,8.87,1011.96,48.56,6.92,90.04,Rain
28.39,59.39,17.66,311.27,22.2,1011.18,11.04,4.23,86.16,Thunderstorm
7.25,36.4,14.49,0.57,-0.76,1016.5,-0.72,5.87,84.31,Snow
20.34,80.97,15.91,197.6,14.83,1027.22,44.6,5.01,86.95,Rain
25.29,87.66,36.44,124.04,17.26,1006.57,-1.64,8.47,15.68,Clear
19.04,40.98,35.3,-2.08,16.61,1009.6,30.5,7.08,92.55,Rain
28.99,61.51,30.32,53.05,23.05,1015.68,6.87,8.56,59.9,Cloudy
27.83,68.22,30.6,302.91,24.46,1025.53,10.3,1.86,84.85,Thunderstorm
25.14,40.86,37.78,280.24,21.85,1010.73,2.6,10.08,17.83,Clear
28.0,52.13,31.97,38.52,20.55,1009.06,-2.94,4.96,83.01,Cloudy
33.12,75.0,4.01,51.82,28.15,1023.65,-5.03,13.3,5.88,Clear
9.31,80.92,15.93,223.96,4.98,1011.1,4.02,2.59,64.44,Snow
22.43,45.18,27.05,355.71,18.68,1027.24,5.43,8.65,76.97,Cloudy
9.83,35.46,33.44,73.42,2.95,1006.65,22.88,7.62,74.52,Rain
29.14,67.51,35.69,119.48,20.45,1007.1,0.08,8.47,4.6,Clear
9.58,70.22,5.84,138.37,3.59,1001.77,8.89,3.6,81.7,Snow
30.06,38.75,7.19,169.56,22.61,1021.86,-1.77,10.14,11.97,Clear
18.82,29.5,4.77,315.98,14.92,1027.83,91.99,3.08,88.29,Thunderstorm
23.78,27.25,-2.06,31.91,20.89,1012.77,0.93,9.61,62.58,Cloudy
21.42,86.69,22.74,240.51,20.26,1012.86,11.75,2.61,73.68,Rain
31.38,39.6,-0.75,51.88,21.3,998.61,0.91,7.35,77.98,Cloudy
4.66,81.21,10.66,326.89,2.24,1020.39,11.66,4.44,59.81,Snow
30.06,76.02,4.94,287.49,19.9,1020.96,3.97,11.26,8.92,Clear
22.6,34.6,39.27,34.31,20.67,996.85,46.7,6.69,93.32,Rain
17.26,32.63,2.91,109.05,12.39,1001.65,0.36,6.32,57.43,Cloudy
10.52,90.67,17.91,280.68,4.57,1001.39,51.7,8.14,81.45,Rain
20.03,86.32,31.86,6.55,16.46,1017.68,12.93,1.99,94.84,Thunderstorm
26.04,34.61,36.93,292.48,21.95,1022.87,6.13,12.32,23.52,Clear
23.09,61.71,2.55,258.5,18.32,1018.53,4.49,11.88,6.66,Clear
20.15,35.13,22.22,71.32,9.86,1016.24,-4.39,10.19,15.71,Clear
27.89,94.27,15.48,296.46,20.13,1012.35,-4.63,7.14,89.89,Cloudy
16.65,63.29,12.39,129.64,10.98,998.35,-1.85,7.86,83.22,Cloudy
11.12,92.7,5.06,123.24,3.51,1015.64,39.98,2.86,102.08,Rain
25.99,53.68,41.27,115.21,20.04,1013.07,1.14,5.6,74.74,Cloudy
21.89,48.86,23.32,190.92,17.28,1019.11,-3.15,9.91,16.77,Clear
20.37,75.46,35.46,104.75,16.18,1004.38,-2.09,7.91,84.68,Cloudy
27.09,86.37,35.54,361.17,21.59,1021.5,-4.36,8.52,16.55,Clear
33.09,89.69,6.85,219.31,30.3,1008.52,2.22,11.8,-4.8,Clear
16.94,68.26,8.31,231.88,9.01,996.94,5.65,6.07,78.75,Cloudy
29.04,33.68,35.91,136.01,21.69,1014.98,-2.61,14.75,5.62,Clear
19.64,68.56,29.48,261.62,18.26,1037.43,38.46,3.48,105.63,Thunderstorm
16.62,66.17,10.59,17.29,11.25,990.78,25.22,6.55,69.88,Rain
30.34,81.9,37.3,29.74,20.19,1009.99,-4.65,6.89,80.06,Cloudy
18.92,63.52,22.65,310.89,14.1,1014.49,1.29,4.98,92.65,Rain
5.1,56.33,25.09,139.73,-5.34,1010.05,12.64,4.45,57.39,Snow
22.62,55.27,35.6,203.57,18.36,995.83,0.02,8.35,59.53,Cloudy
19.75,51.04,8.14,52.99,9.87,1024.51,8.92,3.73,88.86,Rain
-1.74,93.73,37.32,28.66,-7.22,1016.73,12.84,3.9,69.72,Snow
23.38,78.33,13.31,85.5,14.55,1003.57,-1.18,11.62,8.01,Clear
22.32,75.06,15.08,114.88,13.53,1016.51,39.06,2.98,85.59,Thunderstorm
18.15,47.84,38.61,323.48,13.44,1030.12,24.01,6.51,79.56,Rain
4.71,48.69,40.1,308.26,-5.71,1026.87,4.1,0.32,100.78,Fog
23.21,74.59,4.28,194.98,13.54,1016.21,-2.52,9.37,83.31,Cloudy
20.11,92.24,14.6,266.88,11.22,1008.68,-2.11,9.68,23.14,Clear
22.83,38.82,25.45,238.65,18.51,1007.14,-1.3,9.16,20.84,Clear
21.69,41.41,0.92,294.58,17.74,1029.58,-4.99,9.59,13.3,Clear
23.45,79.69,37.53,194.67,17.93,1016.93,23.09,2.94,88.29,Rain
27.41,31.47,5.71,221.79,22.27,1031.75,-4.67,8.42,15.53,Clear
21.83,72.51,34.36,42.09,14.73,1022.06,2.33,14.32,12.56,Clear
23.19,79.44,2.87,60.89,14.0,1014.95,3.21,3.61,99.04,Rain
21.49,42.32,33.29,269.51,14.17,1003.1,-0.93,6.06,87.26,Rain
27.05,57.15,18.67,333.37,17.51,1018.16,-4.29,9.32,19.02,Clear
-2.55,42.72,37.04,265.45,-5.56,1010.56,18.43,5.17,79.43,Snow
25.97,87.66,14.44,79.27,16.44,1007.18,-2.33,7.79,75.09,Cloudy
